"bed","dauer.t1","case","ok.t1","swb1.t1","swb2.t1","swb3.t1","swb4.t1","swb5.t1","swb6.t1","swb7.t1","swb8.t1","swb9.t1","swb10.t1","swb11.t1","swb12.t1","t1.t1","t2.t1","t3.t1","t4.t1","t5.t1","t6.t1","t7.t1","t8.t1","gbk1.t1","gbk2.t1","gbk3.t1","gbk4.t1","gbk5.t1","gbk6.t1","gbk8.t1","gbk9.t1","gbk10.t1","gbk11.t1","gbk12.t1","check.t1","gbk13.t1","gbk14.t1","gbk15.t1","gbk16.t1","gbk17.t1","gbk18.t1","sv1.t1","sv2.t1","sv3.t1","sv4.t1","sv5.t1","sv6.t1","sv7.t1","sv8.t1","sv9.t1","sv10.t1","sv11.t1","sv12.t1","sv13.t1","sv14.t1","sv15.t1","sv16.t1","sv17.t1","sv18.t1","so1.t1","so2.t1","so3.t1","so4.t1","so5.t1","so6.t1","so7.t1","so8.t1","so9.t1","so10.t1","so11.t1","so12.t1","so13.t1","sr1.t1","sr2.t1","sr3.t1","sr4.t1","sr5.t1","sr6.t1","sr7.t1","age.t1","gender.t1","edu.t1","income.t1","pol_orient.t1","gender.t1.d","swb7.t1.i","swb8.t1.i","swb9.t1.i","swb10.t1.i","swb11.t1.i","swb12.t1.i","swb.t1","t1.t1.i","t3.t1.i","t6.t1.i","t8.t1.i","t.t1","gbk16.t1.i","gbk17.t1.i","gbk18.t1.i","gbk3.t1.i","gbk4.t1.i","gbk5.t1.i","gbk8.t1.i","gbk10.t1.i","gbk11.t1.i","gbk.t1.r","gbk.t1.a","gbk.t1.c","gbk.t1.s","so4.t1.i","sv1.t1.z","sv2.t1.z","sv3.t1.z","sv4.t1.z","sv5.t1.z","sv6.t1.z","sv12.t1.z","sv13.t1.z","sv14.t1.z","sv15.t1.z","sv16.t1.z","sv17.t1.z","sv18.t1.z","so1.t1.z","so2.t1.z","so3.t1.z","so4.t1.i.z","so5.t1.z","so6.t1.z","so7.t1.z","so8.t1.z","so9.t1.z","so10.t1.z","so11.t1.z","so12.t1.z","so13.t1.z","s.t1","sr.t1","s.t1.z","swb.t1.z","gbk.t1.s.z","t.t1.z","sr.t1.z","dauer.t2","ok.2","swb1.t2","swb2.t2","swb3.t2","swb4.t2","swb5.t2","swb6.t2","swb7.t2","swb8.t2","swb9.t2","swb10.t2","swb11.t2","swb12.t2","t1.t2","t2.t2","t3.t2","t4.t2","t5.t2","t6.t2","t7.t2","t8.t2","gbk1.t2","gbk2.t2","gbk3.t2","gbk4.t2","gbk5.t2","gbk6.t2","gbk8.t2","gbk9.t2","gbk10.t2","gbk11.t2","gbk12.t2","check.t2","gbk13.t2","gbk14.t2","gbk15.t2","gbk16.t2","gbk17.t2","gbk18.t2","sv1.t2","sv2.t2","sv3.t2","sv4.t2","sv5.t2","sv6.t2","sv7.t2","sv8.t2","sv9.t2","sv10.t2","sv11.t2","sv12.t2","sv13.t2","sv14.t2","sv15.t2","sv16.t2","sv17.t2","sv18.t2","so1.t2","so2.t2","so3.t2","so4.t2","so5.t2","so6.t2","so7.t2","so8.t2","so9.t2","so10.t2","so11.t2","so12.t2","so13.t2","sr1.t2","sr2.t2","sr3.t2","sr4.t2","sr5.t2","sr6.t2","sr7.t2","age.t2","gender.t2","edu.t2","income.t2","pol_orient.t2","DV6_Post","ok.t2","gender.t2.d","X","sumcheck","swb7.t2.i","swb8.t2.i","swb9.t2.i","swb10.t2.i","swb11.t2.i","swb12.t2.i","swb.t2","t1.t2.i","t3.t2.i","t6.t2.i","t8.t2.i","t.t2","gbk16.t2.i","gbk17.t2.i","gbk18.t2.i","gbk3.t2.i","gbk4.t2.i","gbk5.t2.i","gbk8.t2.i","gbk10.t2.i","gbk11.t2.i","gbk.t2.r","gbk.t2.a","gbk.t2.c","gbk.t2.s","so4.t2.i","sv1.t2.z","sv2.t2.z","sv3.t2.z","sv4.t2.z","sv5.t2.z","sv6.t2.z","sv12.t2.z","sv13.t2.z","sv14.t2.z","sv15.t2.z","sv16.t2.z","sv17.t2.z","sv18.t2.z","so1.t2.z","so2.t2.z","so3.t2.z","so4.t2.i.z","so5.t2.z","so6.t2.z","so7.t2.z","so8.t2.z","so9.t2.z","so10.t2.z","so11.t2.z","so12.t2.z","so13.t2.z","s.t2","sr.t2","s.t2.z","swb.t2.z","gbk.t2.s.z","t.t2.z","sr.t2.z","dauer.t3","ok.t3","swb1.t3","swb2.t3","swb3.t3","swb4.t3","swb5.t3","swb6.t3","swb7.t3","swb8.t3","swb9.t3","swb10.t3","swb11.t3","swb12.t3","t1.t3","t2.t3","t3.t3","t4.t3","t5.t3","t6.t3","t7.t3","t8.t3","gbk1.t3","gbk2.t3","gbk3.t3","gbk4.t3","gbk5.t3","gbk6.t3","gbk8.t3","gbk9.t3","gbk10.t3","gbk11.t3","gbk12.t3","check.t3","gbk13.t3","gbk14.t3","gbk15.t3","gbk16.t3","gbk17.t3","gbk18.t3","sv1.t3","sv2.t3","sv3.t3","sv4.t3","sv5.t3","sv6.t3","sv7.t3","sv8.t3","sv9.t3","sv10.t3","sv11.t3","sv12.t3","sv13.t3","sv14.t3","sv15.t3","sv16.t3","sv17.t3","sv18.t3","so1.t3","so2.t3","so3.t3","so4.t3","so5.t3","so6.t3","so7.t3","so8.t3","so9.t3","so10.t3","so11.t3","so12.t3","so13.t3","sr1.t3","sr2.t3","sr3.t3","sr4.t3","sr5.t3","sr6.t3","sr7.t3","age.t3","gender.t3","edu.t3","income.t3","pol_orient.t3","gender.t3.d","swb7.t3.i","swb8.t3.i","swb9.t3.i","swb10.t3.i","swb11.t3.i","swb12.t3.i","swb.t3","t1.t3.i","t3.t3.i","t6.t3.i","t8.t3.i","t.t3","gbk16.t3.i","gbk17.t3.i","gbk18.t3.i","gbk3.t3.i","gbk4.t3.i","gbk5.t3.i","gbk8.t3.i","gbk10.t3.i","gbk11.t3.i","gbk.t3.r","gbk.t3.a","gbk.t3.c","gbk.t3.s","so4.t3.i","sv1.t3.z","sv2.t3.z","sv3.t3.z","sv4.t3.z","sv5.t3.z","sv6.t3.z","sv12.t3.z","sv13.t3.z","sv14.t3.z","sv15.t3.z","sv16.t3.z","sv17.t3.z","sv18.t3.z","so1.t3.z","so2.t3.z","so3.t3.z","so4.t3.i.z","so5.t3.z","so6.t3.z","so7.t3.z","so8.t3.z","so9.t3.z","so10.t3.z","so11.t3.z","so12.t3.z","so13.t3.z","s.t3","sr.t3","s.t3.z","swb.t3.z","gbk.t3.s.z","t.t3.z","sr.t3.z"
0,728,1,1,4,4,4,4,4,4,2,2,3,2,1,1,2,3,1,2,3,2,2,1,5,4,1,1,1,6,1,5,1,1,2,4,6,6,6,1,2,1,7,7,7,7,7,7,7,7,7,7,7,5,5,5,6,6,2,2,4,3,3,2,4,4,3,4,4,4,5,4,4,3,3,3,3,3,2,3,63,1,7,6,24,1,4,4,3,4,5,5,4.08333333333333,4,5,4,5,3.5,7,6,7,7,7,7,7,7,7,6.33333333333333,6,5.6,6,4,0.950717757221557,0.906904120769144,0.82535095669138,0.967313763919405,0.953888586292044,0.967794404394091,-0.0925135681878115,-0.515082188060998,0.0613848328193105,0.631005949634435,0.604193704666227,-1.20795108897256,-1.13764368569046,-0.146907314814281,-0.63729543964323,-0.50616224479492,0.141752454477506,-0.17765432054266,0.0379603523683514,-0.60537637530673,-0.449143829954711,-0.257129946979899,-0.411248988574105,0.620762405257922,-0.832913353354382,-0.488072995930583,0.00784361337323249,3,0.0134928740274499,0.664922944135398,0.834051263914765,0.348882586382774,-0.149792275513075,1209,1,4,4,4,3,3,4,1,1,1,1,1,1,2,2,2,4,2,2,3,2,5,4,3,1,1,5,3,3,1,3,5,4,5,5,5,1,2,2,6,7,7,7,7,7,7,7,7,7,7,5,5,6,6,7,5,5,4,3,3,2,4,5,3,5,4,4,5,4,4,3,4,4,4,2,6,8,63,1,7,6,23,3,1,1,85,7,5,5,5,5,5,5,4.33333333333333,4,4,4,4,3.375,7,6,6,5,7,7,5,7,5,5.66666666666667,5.5,5,5.41176470588235,4,0.223438654942778,1.08389391778334,0.990233266325865,1.05679955292335,1.1176200269323,1.05221902593045,-0.25733183823555,-0.554013722419775,0.649336755937976,0.557731041422761,1.37379684396271,0.265698735579898,0.370968734963362,-0.104809564484447,-0.526052215834932,-0.574067379177923,0.194876366444814,-0.282387913981606,0.880296351439401,-0.780227587179303,0.755196633958911,-0.267583655662082,-0.445848659176595,0.683029207290604,-0.612715100169205,-0.520684554560805,0.243438958652165,4.16666666666667,0.420628811824484,0.989860888903016,-0.0040876866627268,0.172556714560823,0.263458946725425,997,1,4,4,4,4,4,4,1,1,1,1,1,1,2,2,1,4,3,3,2,2,5,4,1,1,1,6,2,4,1,1,5,4,6,6,6,2,1,1,7,6,7,6,7,6,7,7,7,6,7,6,7,5,7,7,5,5,4,4,3,2,5,4,3,5,4,4,5,5,4,3,4,3,4,3,3,4,63,1,7,6,18,1,5,5,5,5,5,5,4.5,4,5,3,4,3.375,6,7,7,7,7,7,6,7,7,6.33333333333333,6,5.8,6.05882352941176,4,1.09736482435835,0.111054217070563,1.01571629378827,0.284921411891857,1.10632047455517,0.222861392505768,0.383224459745311,0.920615180330865,-0.0901784683805968,1.08395246199903,1.20114847392912,0.272612822285168,0.405043371228017,-0.233193933334026,0.229347106054286,-0.465624877778805,0.14537565294837,0.980786270067959,-0.0222295557705232,-0.753380344700152,0.868278409607111,-0.460933829101464,-0.537492821851811,0.625602569110106,0.677912253691974,-0.709972407271707,0.321505054114547,3.5,0.573089026203715,1.19133102837232,1.015125044096,0.44367158854787,0.401945169452068
1,559,3,1,4,4,4,4,3,3,2,2,3,2,1,3,3,2,4,5,2,5,4,4,2,5,5,5,5,5,5,6,2,2,5,4,4,5,5,2,5,2,5,5,5,3,2,6,6,6,2,6,6,6,6,6,6,6,2,6,4,3,4,3,2,2,4,5,4,4,4,5,5,5,4,4,5,4,5,4,18,1,3,2,31,1,4,4,3,4,5,3,3.75,3,2,1,2,2.625,6,3,6,3,3,3,3,6,6,4.83333333333333,3.5,5.2,4.47058823529412,3,-0.731593218382387,-0.571473829525762,-0.832315943667678,-1.80642931816274,-2.28933260710091,0.197443005578728,0.502573708263515,0.218987038037909,0.670117758277475,0.631005949634435,0.604193704666227,-1.20795108897256,1.09082707311061,-0.146907314814281,-0.63729543964323,0.369461492551037,-0.941967923302136,-2.51676954102102,-1.76136034989151,0.506826732814938,0.707889731993838,-0.257129946979899,-0.411248988574105,-0.978375530026074,0.697322807459482,0.783062169295222,-0.311939994937726,4.33333333333333,-0.581717624747982,0.172014861493425,-1.28743647819181,-0.516427957295732,1.64771503064381,495,1,4,4,4,4,3,4,2,1,3,3,1,2,2,2,3,5,2,2,5,4,5,3,5,2,3,6,4,6,2,2,6,4,6,5,6,1,5,3,5,6,5,5,3,6,7,6,4,4,5,7,7,6,3,6,6,6,4,4,5,2,2,2,4,5,4,4,5,5,5,3,4,5,5,4,8,8,NA,NA,NA,NA,NA,NA,1,NA,131,7,4,5,3,3,5,4,3.91666666666667,4,3,4,2,3.375,7,3,5,3,6,5,4,6,6,5.33333333333333,4.66666666666667,5.6,5.17647058823529,4,-0.700510377658439,0.229070364067612,-1.0032626514091,-0.361536689157987,-1.88230741378071,0.251276185296824,1.14880284926585,1.00129085611647,0.649336755937976,-1.29733090070077,0.631072755177217,0.910967093416794,1.01594846734284,-0.104809564484447,0.480022646949375,1.21842872315314,0.194876366444814,-2.68268518282526,-1.94527025912483,0.489717315357222,0.755196633958911,-0.267583655662082,-0.445848659176595,0.683029207290604,0.671468602925157,0.743835077944006,0.0147382517947926,4.83333333333333,0.0254656583117886,0.296958266670902,-0.363804112982535,0.172556714560823,1.43184210176863,423,1,4,3,3,4,3,3,2,2,2,2,3,3,2,2,3,3,1,3,3,4,6,5,5,5,1,5,3,4,2,3,6,4,5,5,5,3,3,2,6,6,6,5,5,5,6,5,5,6,5,6,6,5,5,5,5,5,5,4,3,2,4,2,4,5,4,5,5,5,5,4,4,4,4,2,4,4,18,1,3,2,23,1,4,4,4,4,3,3,3.5,4,3,3,2,2.625,5,5,6,3,3,7,5,6,5,5.16666666666667,4.83333333333333,5.2,5.05882352941176,4,0.0552629767662478,0.111054217070563,-0.14009879914321,-0.532679161363037,-0.406988361105789,-0.594297046682048,0.383224459745311,0.115838996200572,-0.0901784683805968,-0.240878324888674,-0.0375358898102849,0.272612822285168,0.405043371228017,1.04937270000312,0.229347106054286,-0.465624877778805,0.14537565294837,-0.396488066623218,-1.97843046357658,0.402970882048919,0.868278409607111,-0.460933829101464,0.881488227836969,0.625602569110106,0.677912253691974,0.668209324491017,0.0595177184859246,3.66666666666667,0.10609149340717,-0.213112002142851,-0.393619915057627,-0.37588842918639,0.651037950520954
0,662,4,1,4,4,3,3,4,3,3,3,3,1,2,1,4,3,4,2,2,4,2,4,6,4,5,1,2,2,1,1,5,5,5,4,6,6,6,3,2,1,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,6,7,6,4,5,5,2,5,5,4,5,5,5,5,5,5,2,4,2,2,2,4,2,25,1,5,3,25,1,3,3,3,5,4,5,3.66666666666667,2,2,2,2,2.125,5,6,7,3,7,6,7,3,3,6,4.66666666666667,3.8,4.88235294117647,4,0.950717757221557,0.906904120769144,0.82535095669138,0.967313763919405,0.953888586292044,0.967794404394091,-1.28268812109047,-1.98322064025881,-1.15608101809702,-1.06913838258816,0.604193704666227,1.44909474444212,1.09082707311061,-0.146907314814281,1.28676849915225,1.24508522989699,0.141752454477506,0.991903289696519,0.937620703498281,0.506826732814938,0.707889731993838,0.850866370006212,0.807076140076681,0.620762405257922,0.697322807459482,0.783062169295222,0.48673023724168,2.33333333333333,0.904840456710454,0.0487878408329309,-0.71626670147081,-1.01089112511202,-1.04854592859152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,1,4,4,4,4,3,4,2,2,2,2,2,1,2,3,2,5,4,2,4,2,7,2,5,1,5,2,2,2,2,5,7,4,6,6,6,2,2,1,6,6,6,6,6,6,6,6,6,6,6,3,6,3,3,6,6,6,4,4,5,3,5,5,4,5,5,4,5,4,5,1,4,4,3,4,2,5,26,1,5,3,23,1,4,4,4,4,4,5,4,4,4,4,4,4,6,6,7,3,7,3,6,6,3,6.16666666666667,4,4.8,5,3,0.0552629767662478,0.111054217070563,-0.14009879914321,0.284921411891857,0.349666056724691,0.222861392505768,-1.91612229872655,0.115838996200572,-1.41279600462935,-1.56570911177638,0.581806292059417,0.8530143148923,0.986192556033434,-0.233193933334026,0.229347106054286,1.26571269593393,-0.983423534650734,0.980786270067959,0.955870898132506,0.402970882048919,0.868278409607111,0.89113873626283,-0.537492821851811,0.625602569110106,-0.742475325472161,0.668209324491017,0.112200895241127,3.5,0.200000282950491,0.489109513114736,-0.476487265596076,1.12663826999309,0.401945169452068
0,885,5,1,3,3,2,2,2,2,3,3,4,4,2,3,3,3,3,4,3,4,4,4,6,6,2,3,1,5,2,4,2,1,3,4,3,3,5,5,5,3,5,3,5,2,2,3,4,5,3,3,2,7,6,6,5,2,2,4,3,3,2,3,5,2,3,4,5,4,5,4,4,2,4,2,2,2,2,2,18,1,3,3,27,1,3,3,2,2,4,3,2.58333333333333,3,3,2,2,3,3,3,5,6,5,7,6,6,7,3.66666666666667,5.83333333333333,5.2,4.88235294117647,3,-0.731593218382387,-2.04985177982067,-0.832315943667678,-2.49986508868328,-2.28933260710091,-2.11361119086736,1.09766098471484,0.218987038037909,0.670117758277475,0.0642911722269045,-1.84343355849227,-1.20795108897256,-0.0234083062899271,-1.43642707818408,-0.63729543964323,-1.38178598214088,-0.941967923302136,0.991903289696519,-1.76136034989151,-0.60537637530673,-0.449143829954711,0.850866370006212,-0.411248988574105,0.620762405257922,-0.832913353354382,-0.488072995930583,-0.693167926166985,2.33333333333333,-1.29129391695569,-1.55316342775348,-0.71626670147081,-0.145580581433515,-1.04854592859152,484,1,4,4,4,3,3,4,2,3,3,3,1,3,2,4,1,5,4,2,4,1,7,6,2,2,2,6,4,4,3,2,6,4,5,4,5,5,5,2,5,4,3,2,2,2,3,5,3,2,2,7,7,6,7,3,4,4,3,3,2,3,4,1,4,4,4,5,5,4,5,1,4,3,2,2,9,8,18,1,3,3,18,1,1,1,67,7,4,3,3,3,5,3,3.58333333333333,4,5,4,5,4.375,3,3,6,6,6,6,4,5,6,4.33333333333333,6.16666666666667,5,5.17647058823529,3,-0.700510377658439,-1.48057674336384,-2.99675856914407,-2.48904105227999,-2.63228927395896,-2.95249517723768,1.14880284926585,1.00129085611647,0.649336755937976,1.1760850221306,-1.59709951117926,-0.379569622256997,-0.27401099741612,-1.33833751572449,-0.526052215834932,-1.47031543034346,-0.951896097634287,-0.282387913981606,-2.88712579597957,0.489717315357222,-0.487223634812202,-0.267583655662082,0.865975280323772,0.683029207290604,-0.612715100169205,0.743835077944006,-0.67568908924118,3.33333333333333,-1.16749718427929,-0.25736383111479,-0.363804112982535,1.28559269539294,-1.19701999707858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,393,7,1,2,2,3,2,2,3,4,4,3,4,4,4,4,2,3,4,2,5,2,5,3,5,3,2,3,5,4,5,5,5,5,4,6,5,4,6,2,2,6,6,6,6,6,6,6,5,5,5,5,6,6,5,4,5,2,2,5,4,3,1,5,5,4,5,5,5,5,5,5,3,4,2,2,3,5,4,23,1,5,4,5,1,2,2,3,2,2,2,2.25,2,3,1,1,2.125,2,6,6,5,6,5,4,3,3,4.83333333333333,4.83333333333333,4,4.58823529411765,5,0.109562269419585,0.167715145621691,-0.00348249348814927,0.273877993398868,0.305244347613454,0.197443005578728,0.502573708263515,0.218987038037909,0.0613848328193105,-0.502423605180626,-0.00771311112339861,-1.20795108897256,-1.13764368569046,1.14261244855552,0.324736529754512,-0.50616224479492,1.22547283225715,0.991903289696519,0.937620703498281,0.506826732814938,0.707889731993838,0.850866370006212,0.807076140076681,0.620762405257922,0.697322807459482,0.783062169295222,0.31029093354497,3,0.576435487764114,-2.04607151039546,-1.12424511341438,-1.01089112511202,-0.149792275513075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387,1,3,2,3,2,3,2,4,3,3,3,3,2,2,4,2,4,2,2,4,2,6,4,2,2,2,5,3,5,3,6,5,4,5,5,4,6,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,4,3,2,4,4,5,5,5,5,5,5,5,3,4,4,4,3,4,4,23,1,5,5,1,1,2,3,3,3,3,4,2.75,4,4,4,4,3.75,2,6,7,6,6,6,5,5,2,4.83333333333333,5.5,4.4,4.94117647058824,4,0.0552629767662478,0.111054217070563,-0.14009879914321,0.284921411891857,0.349666056724691,0.222861392505768,0.383224459745311,0.115838996200572,-0.0901784683805968,-0.240878324888674,-0.0375358898102849,0.272612822285168,0.405043371228017,1.04937270000312,0.229347106054286,-0.465624877778805,0.14537565294837,-0.396488066623218,-0.0222295557705232,1.55932210879799,0.868278409607111,0.89113873626283,0.881488227836969,0.625602569110106,0.677912253691974,0.668209324491017,0.323211492724102,3.66666666666667,0.576130786289632,-1.26644427502923,-0.559354616134524,0.853451597414999,0.651037950520954
1,532,8,1,4,4,4,3,5,3,2,2,3,3,1,1,3,5,4,4,2,5,3,5,5,5,1,3,3,7,1,5,7,1,7,4,7,7,7,1,5,5,7,7,7,7,7,7,7,7,6,7,7,6,6,6,6,6,1,1,4,1,2,2,3,4,5,5,5,5,3,4,3,4,4,4,4,2,4,2,50,1,4,3,52,1,4,4,3,3,5,5,3.91666666666667,3,2,1,1,2.625,7,3,3,7,5,5,7,1,7,5.66666666666667,5.66666666666667,5.4,5.58823529411765,4,0.950717757221557,0.906904120769144,0.82535095669138,0.967313763919405,0.953888586292044,0.967794404394091,0.502573708263515,0.218987038037909,0.670117758277475,0.631005949634435,0.604193704666227,-1.73936025565549,-1.69476137539073,-0.146907314814281,-2.56135937843871,-1.38178598214088,0.141752454477506,-1.34721193078184,0.0379603523683514,1.61902984093661,0.707889731993838,0.850866370006212,0.807076140076681,-2.57751346531007,-0.832913353354382,-1.75920816115639,-0.0645230222698613,3.33333333333333,-0.121202526788533,0.418468902814411,0.262881487193763,-0.516427957295732,0.299584551026147,645,1,4,4,4,4,3,5,1,2,2,2,1,1,4,2,4,2,2,4,2,4,7,7,1,1,1,6,6,7,1,2,7,4,7,6,7,1,6,5,6,5,6,6,5,5,6,7,7,5,7,6,6,5,7,5,5,2,4,1,2,2,4,5,5,5,5,5,5,2,2,2,5,5,5,2,6,9,50,1,3,3,52,3,1,1,125,6,5,4,4,4,5,5,4.25,2,2,2,2,2,7,2,3,7,7,7,2,7,6,5.33333333333333,6.83333333333333,5.8,6,4,0.223438654942778,-0.625753189648112,-0.00651469254161751,0.34763143188268,-0.382343693424207,-0.549666655336803,0.445735505515151,0.223638566848349,-0.0174318592198114,1.1760850221306,-0.111651333608277,0.265698735579898,-1.56397046217508,-0.104809564484447,-2.53820194140355,-1.47031543034346,0.194876366444814,-0.282387913981606,0.880296351439401,1.75966221789375,0.755196633958911,0.869646880901765,0.865975280323772,0.683029207290604,-3.18108250635793,-3.04972381957043,-0.199728546420879,4.66666666666667,-0.345103272021816,0.851280364456594,0.895203379136792,-1.35786775908334,1.13974631300783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,724,9,1,4,3,3,3,2,3,2,2,2,2,1,2,4,1,5,2,1,5,1,4,5,7,2,1,2,7,4,4,1,1,6,4,5,2,6,2,5,5,7,5,7,7,7,7,6,7,5,5,6,7,6,7,7,2,2,2,4,4,4,2,4,5,3,5,3,4,4,5,5,2,4,2,3,2,2,4,29,1,4,3,32,1,4,4,4,4,5,4,3.58333333333333,2,1,1,2,1.375,6,3,3,6,7,6,4,7,7,4.16666666666667,6.33333333333333,5.6,5.35294117647059,4,0.950717757221557,-0.571473829525762,0.82535095669138,0.967313763919405,0.953888586292044,0.967794404394091,1.09766098471484,0.218987038037909,1.27885068373564,1.19772072704197,-1.84343355849227,-1.20795108897256,-1.13764368569046,-0.146907314814281,0.324736529754512,0.369461492551037,0.141752454477506,-0.17765432054266,0.937620703498281,-0.60537637530673,0.707889731993838,-1.36512626396601,-0.411248988574105,-0.978375530026074,0.697322807459482,0.783062169295222,0.152882301352608,2.83333333333333,0.283452145141784,-0.0744391798275621,-0.0635012423610953,-1.75258587683645,-0.374480688782686,102411,1,4,4,4,4,4,5,2,2,2,1,1,2,1,5,2,5,5,1,5,2,7,6,1,1,1,6,7,7,2,5,7,4,6,3,6,2,3,5,7,7,7,7,7,7,5,7,6,6,7,5,5,7,7,5,2,2,4,4,4,2,5,5,5,5,5,4,4,5,5,4,2,4,3,2,8,6,29,1,4,3,37,1,1,1,148,6,4,4,4,5,5,4,4.25,5,4,5,4,4.75,6,5,3,7,7,7,1,6,3,4.83333333333333,6.66666666666667,4.8,5.47058823529412,4,1.147387687544,1.08389391778334,0.990233266325865,1.05679955292335,1.1176200269323,1.05221902593045,-0.25733183823555,-0.554013722419775,1.31610537109576,1.1760850221306,-0.111651333608277,-1.67010633793079,-1.56397046217508,-0.104809564484447,0.480022646949375,0.32218067198761,0.194876366444814,0.91776072044022,0.880296351439401,1.75966221789375,0.755196633958911,0.869646880901765,-0.445848659176595,-0.748525158674634,0.671468602925157,0.743835077944006,0.426116652494058,3.5,0.736270571602728,0.851280364456594,0.0858414199172248,1.70298118820498,-0.904924208317777,509,1,4,5,5,4,4,5,1,1,1,1,1,1,3,2,4,4,2,4,4,3,5,2,2,2,2,4,5,3,2,5,6,4,5,6,6,1,1,1,7,7,7,7,7,7,6,7,6,6,7,7,6,7,7,5,3,2,5,4,3,2,5,5,3,4,5,5,5,5,5,2,4,2,3,2,4,4,29,1,4,3,28,1,5,5,5,5,5,5,4.75,3,2,2,3,2.75,7,7,7,6,6,6,3,6,3,6.33333333333333,4.83333333333333,4.2,5.17647058823529,4,1.09736482435835,1.0272515079027,1.01571629378827,1.10252198514675,1.10632047455517,1.04001983169358,1.14967337923593,0.115838996200572,1.23243906786815,1.08395246199903,-0.0375358898102849,-0.888190162929096,-1.33840418318823,1.04937270000312,0.229347106054286,-0.465624877778805,0.14537565294837,0.980786270067959,0.955870898132506,-0.753380344700152,-0.419505299023661,0.89113873626283,0.881488227836969,0.625602569110106,0.677912253691974,0.668209324491017,0.506675453996824,2.83333333333333,0.903158873604864,1.54244178600112,-0.227885213980729,-0.239295092897347,-0.594425954823478
